City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
302,Omboue,GA,2020-11-28 04:52:08,-1.57,9.26,75.6,93,100,7.27
303,Cape Canaveral,US,2020-11-28 04:44:56,28.41,-80.6,71.6,78,1,3.36
304,Amga,RU,2020-11-28 04:52:09,60.9,131.96,-2.78,89,100,4.25
305,George Town,MY,2020-11-28 04:52:09,5.41,100.34,86.0,74,40,6.93
306,Sur,OM,2020-11-28 04:44:29,22.57,59.53,75.07,58,69,7.29
307,Taxiarkhis,GR,2020-11-28 04:52:09,40.43,23.52,46.99,50,0,0.6
308,Porto Novo,BJ,2020-11-28 04:50:03,6.5,2.6,80.6,88,40,3.36
309,Bengkulu,ID,2020-11-28 04:45:03,-3.8,102.27,78.55,85,99,9.62
310,Hauterive,FR,2020-11-28 04:52:09,46.09,3.45,33.8,85,20,6.93
311,Valparaiso,CL,2020-11-28 04:52:09,-33.04,-71.63,51.8,93,3,9.42
312,Ketchikan,US,2020-11-28 04:42:01,55.34,-131.65,30.2,100,20,3.36
313,North Bend,US,2020-11-28 04:41:50,43.41,-124.22,41.0,100,90,4.7
314,Tatarsk,RU,2020-11-28 04:52:10,55.22,75.98,6.93,94,37,9.04
315,Valley City,US,2020-11-28 04:52:10,46.92,-98.0,35.6,59,1,14.99
316,Dunedin,NZ,2020-11-28 04:42:46,-45.87,170.5,55.99,68,83,1.01
317,Bilibino,RU,2020-11-28 04:44:45,68.05,166.44,0.93,90,11,3.13
318,Avera,US,2020-11-28 04:45:10,33.19,-82.53,55.4,100,75,5.82
319,College,US,2020-11-28 04:52:10,64.86,-147.8,8.6,78,75,4.7
320,Esperance,AU,2020-11-28 04:44:55,-33.87,121.9,66.2,55,75,14.99
321,Saint-Augustin,CA,2020-11-28 04:52:10,51.23,-58.65,35.62,90,98,2.24
322,Coihaique,CL,2020-11-28 04:45:10,-45.58,-72.07,46.4,52,0,8.05
323,Pavlivka,UA,2020-11-28 04:52:11,49.44,28.46,33.8,100,75,4.47
324,Bull Savanna,JM,2020-11-28 04:52:11,17.89,-77.59,71.01,82,0,5.08
325,Hovd,MN,2020-11-28 04:52:11,48.01,91.64,18.63,88,0,1.79
326,Shieli,KZ,2020-11-28 04:52:11,44.17,66.75,32.04,94,81,14.16
327,Ladesti,RO,2020-11-28 04:52:11,44.88,24.05,24.8,92,94,0.58
328,Tanete,ID,2020-11-28 04:52:11,-3.94,119.78,89.49,57,98,9.89
329,El Alto,PE,2020-11-28 04:44:58,-4.27,-81.21,65.88,79,88,12.06
330,Kieta,PG,2020-11-28 04:52:11,-6.22,155.63,84.13,68,56,4.09
331,Altay,CN,2020-11-28 04:45:10,47.87,88.12,24.6,79,11,3.56
332,Mangrol,IN,2020-11-28 04:52:12,21.12,70.12,78.93,39,0,17.94
333,Mosquera,CO,2020-11-28 04:52:12,4.71,-74.23,53.6,93,75,4.7
334,San Felipe,VE,2020-11-28 04:52:12,10.34,-68.74,72.82,92,99,1.7
335,Solnechnyy,RU,2020-11-28 04:52:12,50.72,136.63,12.45,85,7,3.24
336,Tupelo,US,2020-11-28 04:51:06,34.26,-88.7,57.2,93,90,4.7
337,Damietta,EG,2020-11-28 04:52:12,31.42,31.81,60.8,77,0,3.36
338,Passo De Camaragibe,BR,2020-11-28 04:52:12,-9.24,-35.49,71.6,94,40,3.36
339,Havelock,US,2020-11-28 04:45:12,34.88,-76.9,57.0,93,1,4.83
340,Baykit,RU,2020-11-28 04:52:13,61.67,96.37,8.33,91,86,2.06
341,Ust-Koksa,RU,2020-11-28 04:52:13,50.27,85.61,18.73,85,3,1.7
342,Gobabis,NA,2020-11-28 04:52:13,-22.45,18.97,71.6,56,55,2.24
343,Qianguo,CN,2020-11-28 04:52:13,45.12,124.86,16.16,91,0,7.96
344,Eyl,SO,2020-11-28 04:45:24,7.98,49.82,79.65,64,17,17.52
345,Erzin,TR,2020-11-28 04:52:13,36.96,36.2,55.0,44,24,15.01
346,Asau,RO,2020-11-28 04:45:31,46.43,26.4,28.99,97,78,2.39
347,Bajil,YE,2020-11-28 04:52:13,15.06,43.29,78.58,71,3,4.65
348,Quang Ngai,VN,2020-11-28 04:52:14,15.12,108.8,74.48,90,100,10.96
349,Wukari,NG,2020-11-28 04:52:14,7.85,9.78,70.92,44,1,0.76
350,Klaksvik,FO,2020-11-28 04:44:37,62.23,-6.59,42.8,87,78,9.17
351,Egvekinot,RU,2020-11-28 04:52:14,66.32,-179.17,15.44,93,83,16.58
352,Port-Gentil,GA,2020-11-28 04:52:14,-0.72,8.78,78.96,84,100,12.46
353,Roald,NO,2020-11-28 04:52:14,62.58,6.13,39.2,64,60,12.75
354,Aloleng,PH,2020-11-28 04:52:14,16.13,119.78,86.22,68,65,7.07
355,Tautira,PF,2020-11-28 04:52:14,-17.73,-149.15,82.4,78,75,5.82
356,Bom Jardim,BR,2020-11-28 04:52:14,-7.8,-35.59,69.4,88,97,7.92
357,San Cristobal,VE,2020-11-28 04:45:00,7.77,-72.22,66.56,86,80,1.43
358,Oume,JP,2020-11-28 04:52:15,35.78,139.24,62.6,29,1,21.92
359,Barraute,CA,2020-11-28 04:52:15,48.43,-77.63,32.0,97,90,3.36
360,Gravdal,NO,2020-11-28 04:52:15,68.12,13.5,43.68,71,87,16.71
361,Vao,NC,2020-11-28 04:44:28,-22.67,167.48,73.24,73,35,16.62
362,Pangnirtung,CA,2020-11-28 04:44:30,66.15,-65.71,13.64,87,100,7.31
363,Corozal,CO,2020-11-28 04:52:15,9.32,-75.29,73.72,95,99,5.1
364,Besikduzu,TR,2020-11-28 04:52:16,41.05,39.23,46.4,61,0,5.82
365,Kaspiyskiy,RU,2020-11-28 04:52:16,45.39,47.37,39.83,86,0,13.4
366,Pavilosta,LV,2020-11-28 04:52:16,56.89,21.19,39.2,93,72,5.82
367,Padang,ID,2020-11-28 04:45:13,-0.95,100.35,78.37,78,100,2.19
368,Taltal,CL,2020-11-28 04:52:16,-25.4,-70.48,58.71,78,0,1.66
369,Fort Nelson,CA,2020-11-28 04:45:05,58.81,-122.7,5.0,77,20,1.88
370,Mayo,US,2020-11-28 04:52:16,38.89,-76.51,52.0,93,90,3.67
371,Panjab,AF,2020-11-28 04:52:16,34.39,67.02,27.28,82,100,4.05
372,Souillac,MU,2020-11-28 04:44:23,-20.52,57.52,73.4,83,75,8.05
373,Seoul,KR,2020-11-28 04:51:01,37.57,126.98,37.4,27,1,4.7
374,Naifaru,MV,2020-11-28 04:52:17,5.44,73.37,83.01,64,34,6.73
375,Carutapera,BR,2020-11-28 04:52:17,-1.2,-46.02,76.19,90,100,3.98
376,Ambilobe,MG,2020-11-28 04:45:14,-13.2,49.05,84.88,59,67,3.83
377,Derzhavinsk,KZ,2020-11-28 04:52:17,51.1,66.32,21.06,97,100,10.65
378,Fasa,IR,2020-11-28 04:52:17,28.94,53.65,51.8,93,75,2.42
379,Olafsvik,IS,2020-11-28 04:44:52,64.89,-23.71,34.86,81,94,39.55
380,Hearst,CA,2020-11-28 04:52:17,49.68,-83.67,30.2,86,97,3.36
381,Lodja,CD,2020-11-28 04:52:17,-3.48,23.43,69.69,98,100,2.24
382,Sistranda,NO,2020-11-28 04:52:18,63.73,8.83,32.0,67,0,14.99
383,Norman Wells,CA,2020-11-28 04:44:44,65.28,-126.83,-5.8,83,20,4.7
384,Bodden Town,KY,2020-11-28 04:52:04,19.28,-81.25,80.01,81,12,14.0
385,Hofn,IS,2020-11-28 04:44:44,64.25,-15.21,36.14,76,0,17.05
386,Nanga Eboko,CM,2020-11-28 04:52:18,4.68,12.37,67.95,97,61,1.52
387,Whitianga,NZ,2020-11-28 04:52:18,-36.83,175.7,67.21,50,0,4.29
388,Pangkalanbuun,ID,2020-11-28 04:45:31,-2.68,111.62,86.67,69,89,4.38
389,La Ferte-Bernard,FR,2020-11-28 04:52:18,48.19,0.65,42.8,100,0,4.7
390,Rudnogorsk,RU,2020-11-28 04:52:18,57.26,103.75,7.61,94,85,1.97
391,Kargasok,RU,2020-11-28 04:52:18,59.06,80.86,5.22,94,22,6.71
392,Praxedis Guerrero,MX,2020-11-28 04:52:19,31.37,-106.02,48.2,42,5,3.36
393,Jackson,US,2020-11-28 04:52:19,42.42,-122.83,34.0,92,90,2.08
394,Orkney,ZA,2020-11-28 04:52:19,-26.98,26.67,69.62,68,96,18.34
395,Gornyy Shchit,RU,2020-11-28 04:52:19,56.69,60.52,12.2,85,75,6.71
396,Marica,BR,2020-11-28 04:52:19,-22.92,-42.82,75.2,83,0,6.93
397,Tamiahua,MX,2020-11-28 04:52:19,21.27,-97.45,74.48,93,6,6.49
398,Serenje,ZM,2020-11-28 04:52:19,-13.23,30.24,65.93,84,100,7.74
399,Nago,JP,2020-11-28 04:52:19,26.59,127.98,69.8,60,40,21.92
400,Raudeberg,NO,2020-11-28 04:52:20,61.99,5.14,42.01,87,85,15.61
401,Manaure,CO,2020-11-28 04:52:20,11.78,-72.44,79.74,82,93,15.41
402,Mykhaylivka,UA,2020-11-28 04:52:20,47.27,35.22,44.6,87,75,6.71
403,Chokwe,MZ,2020-11-28 04:52:20,-24.53,32.98,72.64,88,100,8.79
404,Phayao,TH,2020-11-28 04:52:20,19.25,100.25,82.36,53,71,1.61
405,Anadyr,RU,2020-11-28 04:52:20,64.75,177.48,6.8,92,0,6.71
406,Talgar,KZ,2020-11-28 04:52:20,43.3,77.24,41.0,56,90,26.84
407,Barguzin,RU,2020-11-28 04:52:20,53.62,109.62,14.18,91,93,0.43
408,Varzea Grande,BR,2020-11-28 04:52:21,-15.65,-56.13,78.8,74,0,2.24
409,Nhulunbuy,AU,2020-11-28 04:44:40,-12.23,136.77,91.4,49,76,12.75
410,San Pedro Carcha,GT,2020-11-28 04:52:21,15.48,-90.27,60.82,96,68,1.01
411,Barbastro,ES,2020-11-28 04:52:21,42.04,0.13,50.0,81,0,3.36
412,Nara,JP,2020-11-28 04:45:11,34.69,135.8,57.99,62,75,12.75
413,Aksu,CN,2020-11-28 04:45:14,41.12,80.26,34.32,69,92,0.56
414,Srednekolymsk,RU,2020-11-28 04:45:33,67.45,153.68,-5.13,92,100,6.31
415,Sapucaia,BR,2020-11-28 04:52:21,-29.83,-51.15,71.6,100,75,13.87
416,Muros,ES,2020-11-28 04:44:56,42.78,-9.06,46.4,87,0,5.82
417,Tessalit,ML,2020-11-28 04:44:57,20.2,1.01,59.56,32,0,5.84
418,Kemijarvi,FI,2020-11-28 04:45:24,66.71,27.43,21.22,97,98,4.81
419,Ahipara,NZ,2020-11-28 04:44:52,-35.17,173.17,62.55,61,0,11.3
420,Amposta,ES,2020-11-28 04:52:22,40.71,0.58,46.0,94,100,1.99
421,Port Hedland,AU,2020-11-28 04:52:22,-20.32,118.57,95.0,41,3,12.75
422,Yakeshi,CN,2020-11-28 04:52:22,49.28,120.73,0.72,91,89,4.9
423,Darab,IR,2020-11-28 04:52:22,28.75,54.54,62.19,54,100,4.05
424,Port Pirie,AU,2020-11-28 04:52:22,-33.18,138.02,93.2,28,27,24.16
425,Port Lincoln,AU,2020-11-28 04:45:27,-34.73,135.87,69.35,69,100,13.42
426,Shuangyang,CN,2020-11-28 04:51:17,43.52,125.67,17.6,57,0,6.71
427,Emerald,AU,2020-11-28 04:45:00,-23.53,148.17,93.2,23,0,16.11
428,Adrar,MR,2020-11-28 04:45:02,20.5,-10.07,58.68,51,55,8.88
429,Hobyo,SO,2020-11-28 04:45:10,5.35,48.53,81.12,67,15,18.66
430,Chuka,KE,2020-11-28 04:52:23,-0.33,37.65,65.28,88,52,1.25
431,Mezen,RU,2020-11-28 04:52:23,65.85,44.24,17.08,96,97,6.15
432,Tatvan,TR,2020-11-28 04:52:23,38.51,42.28,30.2,100,75,3.36
433,Tynda,RU,2020-11-28 04:52:23,55.17,124.72,0.23,88,75,4.85
434,Crossville,US,2020-11-28 04:52:23,35.95,-85.03,51.8,66,90,3.36
435,Saint-Francois,FR,2020-11-28 04:45:10,46.42,3.91,37.0,90,90,1.12
436,Turukhansk,RU,2020-11-28 04:45:25,65.82,87.98,3.22,94,100,7.29
437,Kontagora,NG,2020-11-28 04:52:24,10.4,5.47,72.03,35,5,5.14
438,Ende,ID,2020-11-28 04:52:24,-8.84,121.66,87.75,64,76,3.91
439,Sayat,TM,2020-11-28 04:52:24,38.78,63.88,39.2,72,90,4.7
440,Xichang,CN,2020-11-28 04:52:24,27.9,102.26,57.0,36,100,2.24
441,Ambulu,ID,2020-11-28 04:52:24,-8.35,113.61,85.77,70,68,7.14
442,Bairnsdale,AU,2020-11-28 04:52:22,-37.83,147.62,69.01,77,98,7.0
443,Ust-Kulom,RU,2020-11-28 04:52:24,61.69,53.69,5.47,94,7,3.38
444,Slave Lake,CA,2020-11-28 04:52:25,55.28,-114.77,32.0,92,90,5.82
445,Qasigiannguit,GL,2020-11-28 04:52:25,68.82,-51.19,12.2,43,0,6.93
446,Morehead,US,2020-11-28 04:52:25,37.27,-87.18,50.0,81,1,4.7
447,Dunhua,CN,2020-11-28 04:52:25,43.37,128.24,17.92,87,0,10.69
448,Pafos,CY,2020-11-28 04:52:25,34.77,32.42,55.4,71,20,8.05
449,Balkanabat,TM,2020-11-28 04:52:25,39.51,54.37,43.21,62,0,12.19
450,Noumea,NC,2020-11-28 04:51:13,-22.28,166.46,82.4,51,20,18.34
451,Halifax,CA,2020-11-28 04:48:56,44.65,-63.57,52.0,100,85,4.7
452,Mmabatho,ZA,2020-11-28 04:52:25,-25.85,25.63,62.6,93,75,8.05
453,Ous,RU,2020-11-28 04:52:25,60.91,61.52,8.65,96,71,1.9
454,San Andres,CO,2020-11-28 04:49:54,12.58,-81.7,80.6,83,20,6.93
455,Carthage,TN,2020-11-28 04:52:26,36.86,10.33,68.0,77,40,25.28
456,Boyolangu,ID,2020-11-28 04:52:26,-8.12,111.89,84.33,72,85,8.86
457,Thinadhoo,MV,2020-11-28 04:52:26,0.53,72.93,82.47,73,0,7.31
458,Pisco,PE,2020-11-28 04:44:50,-13.7,-76.22,64.4,88,0,3.36
459,Hornepayne,CA,2020-11-28 04:52:26,49.21,-84.77,24.22,96,65,6.82
460,Deputatskiy,RU,2020-11-28 04:52:26,69.3,139.9,-9.99,91,91,4.38
461,Korcula,HR,2020-11-28 04:52:26,42.96,17.14,26.6,92,0,1.12
462,Arman,RU,2020-11-28 04:52:27,59.7,150.17,6.21,85,95,12.21
463,Rawson,AR,2020-11-28 04:41:21,-43.3,-65.1,67.59,37,100,20.62
464,Maceio,BR,2020-11-28 04:52:27,-9.67,-35.74,71.6,94,40,3.36
465,Manono,CD,2020-11-28 04:52:27,-7.3,27.42,71.08,96,100,1.28
466,Vilyuysk,RU,2020-11-28 04:52:27,63.76,121.62,-1.64,91,100,8.46
467,Rundu,NA,2020-11-28 04:45:17,-17.93,19.77,71.17,70,56,1.86
468,Namibe,AO,2020-11-28 04:45:14,-15.2,12.15,70.95,75,91,5.26
469,Pandamatenga,BW,2020-11-28 04:52:27,-18.53,25.63,71.31,73,90,12.12
470,Marsh Harbour,BS,2020-11-28 04:52:27,26.54,-77.06,75.31,65,0,8.41
471,Nizhniy Tsasuchey,RU,2020-11-28 04:52:28,50.52,115.13,16.68,80,0,11.99
472,Tecoanapa,MX,2020-11-28 04:52:28,16.52,-98.75,77.86,83,48,3.22
473,Bowen,AU,2020-11-28 04:44:57,-20.02,148.23,87.8,45,21,17.22
474,Zaporizhzhya,UA,2020-11-28 04:52:28,47.82,35.18,44.6,87,75,6.71
475,Prince Rupert,CA,2020-11-28 04:43:33,54.32,-130.32,41.0,93,40,5.82
476,Westport,US,2020-11-28 04:43:52,41.14,-73.36,51.8,71,75,5.82
477,Hay River,CA,2020-11-28 04:52:28,60.82,-115.8,10.4,78,100,17.22
478,Ust-Tsilma,RU,2020-11-28 04:52:28,65.44,52.15,14.18,95,15,3.8
479,Kourou,GF,2020-11-28 04:52:29,5.16,-52.65,73.4,100,0,1.12
480,Natal,BR,2020-11-28 04:52:29,-5.79,-35.21,77.0,78,40,9.17
481,Sao Felix Do Xingu,BR,2020-11-28 04:52:29,-6.64,-51.99,69.19,93,43,1.63
482,Ninotsminda,GE,2020-11-28 04:52:29,41.26,43.59,10.4,78,0,1.12
483,Mayumba,GA,2020-11-28 04:52:29,-3.43,10.66,75.36,92,100,4.88
484,Winnemucca,US,2020-11-28 04:45:00,40.97,-117.74,26.6,73,1,8.05
485,Deder,ET,2020-11-28 04:52:29,9.32,41.45,57.61,93,51,1.59
486,Costinesti,RO,2020-11-28 04:52:29,43.95,28.63,32.0,61,5,9.17
487,Bonthe,SL,2020-11-28 04:45:30,7.53,-12.51,77.34,83,0,2.8
488,La Ronge,CA,2020-11-28 04:44:26,55.1,-105.28,26.6,73,2,5.82
489,Grand Forks,US,2020-11-28 04:52:30,47.94,-97.43,30.99,86,1,9.17
490,Kalininsk,RU,2020-11-28 04:52:30,51.5,44.48,31.48,98,100,10.11
491,Pacatuba,BR,2020-11-28 04:52:01,-3.98,-38.62,80.6,78,75,18.34
492,Eureka,US,2020-11-28 04:45:32,40.8,-124.16,42.01,86,1,5.82
493,Usak,TR,2020-11-28 04:52:30,38.5,29.42,34.3,80,0,3.78
494,Half Moon Bay,US,2020-11-28 04:43:09,37.46,-122.43,53.6,43,5,3.87
495,Igbaras,PH,2020-11-28 04:52:30,10.72,122.27,86.95,65,24,13.73
496,Weiz,AT,2020-11-28 04:52:30,47.22,15.62,30.0,99,7,1.01
497,Los Llanos De Aridane,ES,2020-11-28 04:45:04,28.66,-17.92,64.4,59,75,8.05
498,Athabasca,CA,2020-11-28 04:52:31,54.72,-113.29,26.6,73,73,3.22
499,Umm Lajj,SA,2020-11-28 04:52:31,25.02,37.27,70.27,50,0,7.11
500,Belmonte,BR,2020-11-28 04:44:46,-15.86,-38.88,77.0,65,90,6.93
501,Codrington,AU,2020-11-28 04:44:35,-38.27,141.97,62.85,75,100,6.35
502,Broome,US,2020-11-28 04:52:31,42.25,-75.83,43.0,80,90,5.82
503,Araouane,ML,2020-11-28 04:45:20,18.9,-3.53,65.23,27,0,10.56
504,Pauini,BR,2020-11-28 04:52:31,-7.71,-66.98,74.73,92,100,1.88
505,Toro,CO,2020-11-28 04:52:31,4.61,-76.08,67.15,89,100,1.34
506,Polunochnoye,RU,2020-11-28 04:52:32,60.87,60.42,7.92,96,61,2.28
507,Kumluca,TR,2020-11-28 04:52:32,36.37,30.29,58.68,36,18,5.1
508,Talaya,RU,2020-11-28 04:52:32,61.38,152.75,-4.45,89,100,4.83
509,Kaman,IN,2020-11-28 04:52:32,27.65,77.27,73.27,29,0,9.13
510,Dalianwan,CN,2020-11-28 04:52:32,39.03,121.69,32.0,84,40,11.18
511,Central Point,US,2020-11-28 04:50:13,42.38,-122.92,34.0,92,90,1.52
512,Khorixas,NA,2020-11-28 04:52:32,-20.37,14.97,73.83,27,58,0.4
513,Maymyo,MM,2020-11-28 04:52:32,22.03,96.47,78.8,69,20,9.17
514,Kuching,MY,2020-11-28 04:52:32,1.55,110.33,87.8,66,40,4.7
515,Qiongshan,CN,2020-11-28 04:47:53,20.01,110.35,71.6,73,75,17.9
516,Sao Gabriel Da Cachoeira,BR,2020-11-28 04:52:33,-0.13,-67.09,72.84,94,16,0.83
517,Charters Towers,AU,2020-11-28 04:52:33,-20.1,146.27,85.98,44,81,17.58
518,Gweta,BW,2020-11-28 04:52:33,-20.18,25.23,76.26,60,10,18.1
519,Banjarmasin,ID,2020-11-28 04:48:25,-3.32,114.59,84.2,79,40,4.7
520,Buala,SB,2020-11-28 04:44:29,-8.14,159.59,86.11,67,99,5.21
521,Ballitoville,ZA,2020-11-28 04:52:33,-29.54,31.21,64.4,88,0,14.99
522,Kang,BW,2020-11-28 04:52:33,-23.68,22.79,76.87,53,12,17.98
523,Apiai,BR,2020-11-28 04:40:48,-24.51,-48.84,62.65,100,99,2.68
524,Maumere,ID,2020-11-28 04:52:34,-8.62,122.21,87.93,64,32,1.74
525,Cozumel,MX,2020-11-28 04:52:34,20.51,-86.95,77.0,73,75,4.7
526,Kenai,US,2020-11-28 04:52:34,60.55,-151.26,27.0,92,90,3.36
527,Russell,US,2020-11-28 04:45:01,32.35,-85.2,64.4,88,75,5.86
528,Talladega,US,2020-11-28 04:51:29,33.44,-86.11,57.2,93,75,2.89
529,Chaman,PK,2020-11-28 04:52:34,30.92,66.45,60.39,24,46,1.01
530,Tallahassee,US,2020-11-28 04:40:14,30.44,-84.28,69.8,100,90,3.36
531,Tezu,IN,2020-11-28 04:52:35,27.92,96.17,79.18,33,39,2.84
532,Kutum,SD,2020-11-28 04:52:35,14.2,24.67,56.12,40,0,7.45
533,Tombouctou,ML,2020-11-28 04:52:35,20.0,-3.0,62.22,36,2,10.89
534,Nchelenge,ZM,2020-11-28 04:52:35,-9.35,28.73,70.95,88,100,5.73
535,Cururupu,BR,2020-11-28 04:45:34,-1.83,-44.87,75.42,94,100,2.3
536,Kostino,RU,2020-11-28 04:52:35,58.91,53.27,10.38,96,3,4.5
537,Daru,PG,2020-11-28 04:52:36,-9.08,143.21,83.75,66,93,8.39
538,Seydi,TM,2020-11-28 04:52:36,39.48,62.91,38.97,74,0,5.97
539,Nizhneangarsk,RU,2020-11-28 04:52:36,55.78,109.55,14.65,90,90,1.81
540,Hyeres,FR,2020-11-28 04:52:36,43.12,6.12,59.0,82,90,14.99
541,Darnah,LY,2020-11-28 04:52:36,32.77,22.64,59.47,65,26,3.38
542,Rio Verde De Mato Grosso,BR,2020-11-28 04:50:27,-18.92,-54.84,78.55,50,28,4.52
543,Port Hawkesbury,CA,2020-11-28 04:52:36,45.62,-61.35,46.99,100,90,11.41
544,Port-Cartier,CA,2020-11-28 04:52:36,50.03,-66.87,33.8,100,24,6.93
545,Colares,PT,2020-11-28 04:52:37,38.8,-9.45,54.0,100,0,3.36
546,Grootfontein,NA,2020-11-28 04:52:37,-19.57,18.12,72.9,57,58,2.62
547,Kamenz,DE,2020-11-28 04:52:37,51.27,14.09,35.01,100,75,2.24
548,Aleksandrov Gay,RU,2020-11-28 04:52:37,50.15,48.57,29.79,95,78,11.48
549,Laguna,US,2020-11-28 04:45:33,38.42,-121.42,45.0,51,1,1.72
550,Ojinaga,MX,2020-11-28 04:52:37,29.57,-104.42,59.0,52,1,10.29
551,Mana,GF,2020-11-28 04:52:37,5.66,-53.78,77.31,89,44,7.94
552,Tumut,AU,2020-11-28 04:52:37,-35.3,148.22,86.81,40,88,9.75
